Unnamed: 0,initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,additional_retirement_savings,new_accumulated_capital
43226,57,2916,1,1,1,-115968.53547397428,0.11,80102.5,0.0,-115968.53547397428
43227,59,1685,2,4,3,205174.0580297115,0.19,75785.78,0.0,205174.0580297115
43228,43,1523,3,4,1,-112973.05067865556,0.26,232285.86,0.0,-112973.05067865556
43229,60,1451,1,3,1,-74194.79411089342,0.07,13473.9,3159.6391767273512,-71035.15493416607
43230,51,2999,1,1,1,-90151.3023162612,0.1,38302.52,39507.68182515353,-50643.620491107664
43231,42,1505,1,1,1,-101458.43373393318,0.33,94917.27,0.0,-101458.43373393318
43232,36,1389,1,1,1,145822.6222374375,0.07,97513.9,0.0,145822.6222374375
43233,60,1314,2,4,5,21595.2731613908,0.28,38189.01,0.0,21595.2731613908
43234,59,2810,1,1,1,66712.84831521731,0.22,86068.64,0.0,66712.84831521731
43235,60,1662,1,1,1,30225.63308445561,0.33,49741.54,10997.888002151822,41223.521086607434
43236,59,1555,3,1,2,-123147.966419965,0.27,26388.99,5696.332010438373,-117451.63440952662
43237,60,1744,3,4,2,-140985.77137432204,0.25,56924.7,0.0,-140985.77137432204
43238,38,1214,2,3,5,18367.99306080861,0.06,88779.53,0.0,18367.99306080861
43239,38,1452,1,4,1,-135917.4884010111,0.05,73546.64,0.0,-135917.4884010111
43240,58,1443,3,3,5,-84876.11472816784,0.03,10819.1,1516.8259378260632,-83359.28879034177
43241,58,1555,2,1,3,79452.42660722374,0.11,89181.27,0.0,79452.42660722374
43242,55,1555,3,1,3,-54926.99462067623,0.18,38345.63,0.0,-54926.99462067623
43243,45,1509,1,3,1,90210.93554650468,0.13,85682.69,0.0,90210.93554650468
43244,36,3396,1,3,1,91736.89799981345,0.19,28507.91,162450.5067158363,254187.40471564973
43245,36,1509,1,3,1,-154709.94312377882,0.26,59232.93,92378.02007337804,-62331.92305040079
43246,44,1369,1,1,1,140014.1560698135,0.03,25459.25,13702.51786913429,153716.6739389478
43247,39,1225,1,3,1,116037.82608131484,0.0,136961.72,0.0,116037.82608131484
43248,39,1509,1,3,1,14025.153041999856,0.32,30502.79,243829.07345071115,257854.226492711
43249,51,1566,1,4,1,3814.667420613516,0.3,81710.19,0.0,3814.667420613516
43250,57,1457,1,3,1,-3942.508275307544,0.29,10223.53,15947.55477553004,12005.046500222496
43251,60,1518,1,3,1,-63976.51862300096,0.29,32667.0,31736.08719289482,-32240.431430106135
43252,37,4425,1,1,1,12326.761209979397,0.12,96855.35,0.0,12326.761209979397
43253,47,2685,2,1,3,-39338.15525802749,0.24,147815.24,0.0,-39338.15525802749
43254,60,5108,3,1,3,97040.27488478224,0.24,18363.4,14764.218583334776,111804.49346811701
43255,39,2588,2,2,5,246374.4515241649,0.11,32129.82,17657.406635614192,264031.8581597791
43256,48,4502,3,4,1,-97868.95420717508,0.17,31314.1,28328.840247777895,-69540.11395939719
43257,46,2381,2,1,4,-57378.05989287156,0.33,94181.57,0.0,-57378.05989287156
43258,43,3546,2,4,4,4130.130765940352,0.17,42840.27,0.0,4130.130765940352
43259,37,3003,2,1,5,197210.29119516409,0.22,152467.76,0.0,197210.29119516409
43260,43,1696,3,4,5,252700.6714933993,0.34,52773.42,0.0,252700.6714933993
43261,62,3178,2,1,3,65485.55769323635,0.17,5521.88,2005.0248914364038,67490.58258467275
43262,38,3197,3,4,5,157821.14788892897,0.12,81129.73,0.0,157821.14788892897
43263,58,3128,1,1,1,41661.06510298708,0.04,35521.1,6640.025611509691,48301.09071449677
43264,51,1298,1,1,1,114562.28603603903,0.34,121233.13,0.0,114562.28603603903
43265,45,3302,2,1,3,16223.486476868376,0.12,49929.65,0.0,16223.486476868376
43266,44,2009,1,1,1,81123.21855776008,0.34,50940.87,62145.37131325392,143268.589871014
43267,63,3128,1,1,1,-374603.3985181344,0.35,89911.6,0.0,-374603.3985181344
43268,50,1692,1,1,1,14194.3852606974,0.3,217057.37,0.0,14194.3852606974
43269,42,3059,1,4,1,12904.244931022638,0.26,53616.7,57367.15771097296,70271.4026419956
43270,50,3173,3,1,5,41643.524019537945,0.32,42677.96,0.0,41643.524019537945
43271,41,1544,3,1,5,152039.18554719663,0.05,68221.36,0.0,152039.18554719663
43272,38,3323,1,4,1,128900.91745144875,0.04,111567.81,0.0,128900.91745144875
43273,50,1349,1,3,1,130789.28681366844,0.12,92957.79,0.0,130789.28681366844
43274,52,1349,3,3,3,-67927.87325055133,0.14,99290.22,0.0,-67927.87325055133
43275,44,1544,1,1,1,-57066.23064389799,0.08,28163.66,40421.51589018767,-16644.714753710316
43276,44,1544,1,1,1,-214181.9241154033,0.1,50195.13,18010.47204895454,-196171.45206644875
43277,54,3173,3,1,5,36095.09888764479,0.26,101484.12,0.0,36095.09888764479
43278,38,1705,1,4,1,63995.76021602751,0.01,27167.26,7220.875917165273,71216.63613319279
43279,55,1445,1,4,1,6619.594927882738,0.31,223745.19,0.0,6619.594927882738
43280,56,1747,1,1,1,416339.496154306,0.15,79717.04,0.0,416339.496154306
43281,46,1696,1,4,1,-84556.92330971883,0.02,106495.61,0.0,-84556.92330971883
43282,56,1956,3,4,1,26942.956513672947,0.18,124323.96,0.0,26942.956513672947
43283,54,2089,1,4,1,34650.79983160465,0.07,44944.7,9674.480613764237,44325.28044536889
43284,37,1307,1,1,1,-175318.09870009657,0.12,62264.12,42213.31213685444,-133104.78656324215
43285,50,1616,1,4,1,618687.513096188,0.03,14565.26,4923.853397993737,623611.3664941817
43286,54,1140,2,3,4,-64422.55253975746,0.28,33249.08,14313.92710978141,-50108.62542997605
43287,39,1729,1,1,1,-183493.17251027608,0.31,32799.25,249802.01959672288,66308.8470864468
43288,43,1170,3,3,5,-93092.0094059956,0.02,74006.8,0.0,-93092.0094059956
43289,55,1497,2,4,5,47461.38223369686,0.01,77184.26,0.0,47461.38223369686
43290,45,1707,1,4,1,65046.9095893579,0.03,202165.74,0.0,65046.9095893579
43291,46,1742,1,4,1,-332496.8911105716,0.14,87918.95,0.0,-332496.8911105716
43292,50,1228,3,3,3,-153750.50552246466,0.29,49678.46,0.0,-153750.50552246466
43293,45,1617,1,4,1,241951.36029249747,0.17,77578.76,0.0,241951.36029249747
43294,55,1273,2,3,5,-17531.82198918886,0.03,75173.5,0.0,-17531.82198918886
43295,49,2935,2,1,4,-256343.2365649372,0.06,101722.75,0.0,-256343.2365649372
43296,42,1629,3,1,5,1581.212585155501,0.18,94963.56,0.0,1581.212585155501
43297,58,3047,1,1,1,211334.95590328705,0.27,16841.5,21250.438233039604,232585.39413632665
43298,48,1869,1,4,1,74851.37340086032,0.32,42498.92,72371.53962452729,147222.91302538762
43299,63,3293,1,1,1,49830.6169907373,0.08,124409.45,0.0,49830.6169907373
43300,49,1555,1,1,1,-20881.67152620308,0.24,31209.52,91863.1050317584,70981.43350555532
43301,39,1758,1,4,1,30155.84835262459,0.18,827.99,3723.004335706029,33878.85268833062
43302,56,2915,1,1,1,58203.60358071967,0.11,111143.92,0.0,58203.60358071967
43303,39,1707,3,4,4,97139.394320734,0.07,30524.94,10675.268324096305,107814.66264483031
43304,41,2760,2,1,4,90350.11606784163,0.07,96571.09,0.0,90350.11606784163
43305,50,2945,1,1,1,532749.7943829293,0.2,43399.8,39124.007435454616,571873.801818384
43306,52,1555,1,1,1,263545.1460970908,0.13,41827.87,20447.635737614626,283992.78183470544
43307,55,2873,1,3,1,26699.146138229866,0.21,41590.43,24052.293046764604,50751.439184994466
43308,48,1314,1,3,1,-301744.3545871277,0.22,86921.78,0.0,-301744.3545871277
43309,51,1624,1,4,1,472412.6832256548,0.27,61689.55,34360.50685965117,506773.190085306
43310,36,1217,1,3,1,158117.40807230613,0.14,79692.27,0.0,158117.40807230613
43311,39,1775,1,4,1,477937.3159188943,0.26,38603.32,249802.01959672288,727739.3355156172
43312,51,1624,1,4,1,-7324.660330394856,0.23,24397.83,57880.62825076854,50555.96792037368
43313,54,1501,2,3,5,-65698.19873588903,0.29,64410.97,0.0,-65698.19873588903
43314,38,1348,1,3,1,-216862.4545477376,0.24,89359.66,0.0,-216862.4545477376
43315,50,2463,2,3,5,-134279.42193638545,0.13,98403.89,0.0,-134279.42193638545
43316,40,1789,2,3,5,134124.32112628233,0.01,42762.92,0.0,134124.32112628233
43317,51,1486,2,4,3,316927.2060793763,0.06,5068.71,3136.9160349341078,320064.1221143104
43318,42,1486,3,4,3,-59267.99067453214,0.31,160426.8,0.0,-59267.99067453214
43319,49,1265,1,3,1,-81014.51599931717,0.09,59728.06,13185.411973149141,-67829.10402616803
43320,53,3110,3,1,2,-103956.26653390616,0.12,51919.34,0.0,-103956.26653390616
43321,56,1755,3,1,4,-244005.6215151838,0.25,11511.69,17600.20654888691,-226405.4149662969
43322,35,1234,2,1,5,-172088.9539186413,0.28,111722.08,0.0,-172088.9539186413
43323,56,3244,1,1,1,578185.0181691634,0.27,40938.58,57046.31727994199,635231.3354491054
43324,52,1658,1,1,1,-62091.21865299052,0.3,85387.58,0.0,-62091.21865299052
43325,49,1471,1,3,1,633805.6387323535,0.33,74462.5,0.0,633805.6387323535
43326,43,1554,1,1,1,11679.047220412644,0.28,79388.28,0.0,11679.047220412644
43327,59,3165,1,1,1,248197.37270252328,0.01,192474.01,0.0,248197.37270252328
43328,49,3136,2,1,3,-146784.81348705123,0.1,46983.38,0.0,-146784.81348705123
43329,45,1738,3,1,4,176326.05638285904,0.04,115595.49,0.0,176326.05638285904
43330,38,2672,1,1,1,-126942.8808608949,0.09,70598.59,33776.33905555013,-93166.54180534478
43331,51,3110,3,1,4,-66923.928529582,0.32,95512.67,0.0,-66923.928529582
43332,45,3259,1,1,1,-231838.9322860994,0.16,76774.38,0.0,-231838.9322860994
43333,48,1300,1,3,1,-8370.915255043765,0.33,65732.13,57716.71296282577,49345.797707782
43334,38,1491,1,2,1,51970.06329314292,0.11,30611.91,89500.84920863344,141470.91250177636
43335,61,3233,1,1,1,242485.0327633324,0.06,40473.98,6629.382534921725,249114.4152982541
43336,63,3402,2,1,2,-44627.884370859705,0.05,97820.58,0.0,-44627.884370859705
43337,48,1401,1,3,1,-17485.833471483813,0.2,27495.62,73159.96031233502,55674.12684085121
43338,44,2924,2,1,3,272912.90254323505,0.2,67802.24,0.0,272912.90254323505
43339,41,2542,2,1,5,647728.8370999632,0.33,132452.5,0.0,647728.8370999632
43340,59,3032,3,1,3,-1274.1198061638254,0.23,48273.05,0.0,-1274.1198061638254
43341,45,1972,3,4,5,-196324.8154298712,0.17,10140.89,28799.32910436484,-167525.48632550635
43342,46,1787,3,4,2,301601.4008822912,0.04,62696.7,0.0,301601.4008822912
43343,50,1662,3,4,2,-271696.56856161635,0.17,14389.99,27566.08120271867,-244130.4873588977
43344,48,2169,1,3,1,99237.16677976452,0.35,85233.05,0.0,99237.16677976452
43345,46,1452,1,3,1,-338363.02339847933,0.03,39455.73,18373.46676778352,-319989.5566306958
43346,41,1389,1,1,1,20738.40004205686,0.03,122658.79,0.0,20738.40004205686
43347,52,1401,3,3,1,51898.17902015516,0.19,110322.74,0.0,51898.17902015516
43348,42,1487,1,1,1,204250.7583703201,0.35,91690.53,0.0,204250.7583703201
43349,40,1389,1,1,1,28121.73596217483,0.1,59389.61,27851.908948394113,55973.64491056894
43350,35,1444,1,4,1,-260225.03918904063,0.28,12216.12,108811.35166335538,-151413.68752568524
43351,40,2822,1,1,1,158225.8818234849,0.16,114101.97,0.0,158225.8818234849
43352,55,2916,3,1,3,-138416.89328248124,0.26,38920.28,0.0,-138416.89328248124
43353,55,1555,1,1,1,33921.224102140855,0.07,43680.85,8420.403481696532,42341.627583837384
43354,43,2822,3,1,3,-132544.06100165244,0.35,61262.55,0.0,-132544.06100165244
43355,37,1452,1,3,1,166993.80236811016,0.18,68839.97,70007.32864533449,237001.13101344465
43356,37,1555,1,1,1,26717.18960382556,0.22,79835.56,0.0,26717.18960382556
43357,54,2916,1,1,1,20242.15157869213,0.11,88656.45,0.0,20242.15157869213
43358,53,2999,1,1,1,114993.96811613443,0.13,46909.59,10398.560881085783,125392.52899722022
43359,53,1662,1,4,1,25912.437786713093,0.31,32565.24,85258.61114380453,111171.04893051763
43360,38,1450,2,1,5,-13362.036070989388,0.11,56301.07,0.0,-13362.036070989388
43361,35,2826,2,1,5,150264.59024857942,0.05,39999.69,0.0,150264.59024857942
43362,47,1369,3,3,3,57097.038598381,0.22,30697.06,19435.208870006027,76532.24746838702
43363,46,1369,1,3,1,30179.65456940796,0.35,113733.55,0.0,30179.65456940796
43364,45,1653,1,1,1,187257.2784425415,0.09,77064.84,0.0,187257.2784425415
43365,47,2019,1,4,1,32742.93155912076,0.03,13772.48,5945.291565484401,38688.22312460516
43366,45,1749,1,4,1,334537.5667795217,0.19,17395.91,55215.13401241854,389752.7007919402
43367,44,1749,1,4,1,274500.4764074196,0.24,93223.23,0.0,274500.4764074196
43368,49,3122,1,2,1,234813.36013178853,0.3,64184.21,47230.46705468747,282043.827186476
43369,39,1354,2,3,3,364001.4389869766,0.1,26680.72,13329.795480589353,377331.2344675659
43370,58,1881,1,4,1,83663.84683178604,0.05,68302.93,3191.9985905641547,86855.84542235019
43371,52,1574,1,4,1,453752.05258641485,0.27,18597.05,47204.329099434835,500956.3816858497
43372,41,3128,2,1,5,60737.30115685982,0.09,38826.48,0.0,60737.30115685982
43373,48,1340,1,3,1,-184966.4650792791,0.16,34916.44,74324.13932540607,-110642.32575387302
43374,54,3298,3,1,3,-158714.48711970326,0.33,78506.66,0.0,-158714.48711970326
43375,36,1307,1,3,1,168885.17514687925,0.06,2380.98,4284.588207054466,173169.76335393373
43376,35,1408,2,3,5,351874.8370172489,0.19,58086.96,0.0,351874.8370172489
43377,42,1605,1,1,1,151377.2541299925,0.31,29254.36,186600.24266069278,337977.4967906853
43378,54,3298,3,1,4,-13271.363649226796,0.1,37338.17,0.0,-13271.363649226796
43379,43,3008,2,1,3,17992.676287883714,0.32,14422.8,88751.39326801739,106744.06955590111
43380,54,2921,1,3,1,106068.14409194872,0.04,67272.12,4137.292658926709,110205.43675087544
43381,58,3128,2,1,5,245033.4782041196,0.16,13597.02,10166.865445068932,255200.34364918852
43382,58,3128,3,1,3,-27105.109616505128,0.26,37218.26,0.0,-27105.109616505128
43383,43,2895,1,1,1,-164555.5254830958,0.29,58390.86,65125.11231973621,-99430.41316335957
43384,43,1544,1,1,1,131015.84351527694,0.11,164101.11,0.0,131015.84351527694
43385,59,3252,1,1,1,130553.1291571929,0.07,49980.75,2797.1101569183097,133350.2393141112
43386,43,1605,1,1,1,602114.2383144234,0.32,76968.36,0.0,602114.2383144234
43387,62,1554,1,1,1,222931.90318212332,0.19,37483.93,15211.869879976248,238143.77306209956
43388,40,3128,2,1,3,607379.1252216698,0.05,134170.86,0.0,607379.1252216698
43389,42,1544,1,1,1,172674.83350599362,0.09,34878.25,64588.78345988455,237263.61696587817
43390,56,3271,2,1,3,412293.2881496623,0.26,44722.4,0.0,412293.2881496623
43391,49,1798,1,1,1,44811.54418877852,0.22,6220.64,16784.19587605623,61595.740064834754
43392,42,3173,1,1,1,-322619.1052470685,0.01,29629.44,6096.538942042493,-316522.566305026
43393,59,1881,1,1,1,-59049.82035379777,0.22,110409.18,0.0,-59049.82035379777
43394,59,1668,3,1,4,-73825.14753572916,0.23,40075.85,0.0,-73825.14753572916
43395,41,3017,2,2,3,73822.63036211835,0.15,24738.99,16313.849217705803,90136.47957982415
43396,46,4042,2,1,5,239121.2562615435,0.29,156310.48,0.0,239121.2562615435
43397,47,1637,1,4,1,64970.19170547553,0.07,74684.09,0.0,64970.19170547553
43398,50,1637,1,4,1,581606.1307674436,0.25,11150.24,31411.58431800834,613017.715085452
43399,49,2945,1,1,1,244288.82958093187,0.27,35826.85,118635.6405055392,362924.47008647106
43400,53,1555,1,1,1,194236.3070626398,0.05,10878.15,4637.279804069886,198873.5868667097
43401,53,3046,3,4,1,-203166.81632015013,0.23,185587.55,0.0,-203166.81632015013
43402,53,3168,1,1,1,826346.9850760746,0.33,58078.08,32680.932495411893,859027.9175714864
43403,39,4231,2,3,4,30984.398688168723,0.09,102890.11,0.0,30984.398688168723
43404,60,1625,1,1,1,560109.0807099288,0.33,73743.4,0.0,560109.0807099288
43405,49,1314,1,3,1,4180.853359370084,0.0,98343.4,0.0,4180.853359370084
43406,62,1269,1,1,1,-120006.46713257788,0.11,40819.2,9590.495740514305,-110415.97139206357
43407,62,3157,2,1,3,279054.5114213662,0.01,126586.5,0.0,279054.5114213662
43408,37,1217,1,3,1,-119207.7326574549,0.16,223089.59,0.0,-119207.7326574549
43409,59,3047,3,1,5,-86833.5151395352,0.03,81725.45,0.0,-86833.5151395352
43410,48,1632,1,1,1,173675.8777754808,0.22,95764.25,0.0,173675.8777754808
43411,59,1335,3,3,3,23933.54506895626,0.18,109716.65,0.0,23933.54506895626
43412,40,3055,1,1,1,259384.02164821333,0.28,120485.07,0.0,259384.02164821333
43413,37,1441,1,1,1,45938.15079383046,0.17,126670.22,0.0,45938.15079383046
43414,63,3423,3,1,2,-138624.2569333405,0.16,55072.72,0.0,-138624.2569333405
43415,57,1284,1,1,1,31229.41752863713,0.04,65794.7,2831.2363590174123,34060.65388765454
43416,49,1214,2,3,5,1480.5337523728708,0.21,36748.73,0.0,1480.5337523728708
43417,49,1754,1,4,1,-1248.407371947414,0.33,95387.02,0.0,-1248.407371947414
43418,48,1563,1,1,1,-15208.095724669349,0.21,58853.13,32885.07251561906,17676.97679094971
43419,53,1276,3,3,3,77595.2515257156,0.16,28235.81,7703.507024385113,85298.75855010071
43420,51,1360,1,3,1,-142432.97427459015,0.07,22491.43,16239.374907000876,-126193.59936758927
43421,63,3423,1,1,1,-175723.4417088493,0.15,51584.25,2424.92607162,-173298.5156372293
43422,59,1225,2,3,3,-123089.945960253,0.0,45494.1,0.0,-123089.945960253
43423,35,2651,2,3,5,41634.00077104938,0.35,20124.12,224061.8029942775,265695.80376532685
43424,55,1335,3,3,1,-99206.7956484482,0.06,46722.51,3860.034636403442,-95346.76101204475
43425,51,1276,1,3,1,-251174.9319387833,0.29,63249.05,37838.69936033117,-213336.23257845212
43426,45,1314,1,3,1,-120167.89897372616,0.21,63862.18,44807.468426730986,-75360.43054699517
43427,40,1335,1,3,1,-136843.15143942877,0.28,59165.54,77691.11553847881,-59152.03590094995
43428,55,1556,2,4,5,101714.65084495596,0.09,64312.67,0.0,101714.65084495596
43429,50,3031,1,1,1,-23465.54014721139,0.08,79130.03,0.0,-23465.54014721139
43430,51,3031,1,1,1,-122220.578854702,0.18,4249.13,7889.086590978513,-114331.49226372348
43431,39,2871,2,1,3,-214483.32708413788,0.34,11689.18,99279.34622860712,-115203.98085553077
43432,49,3061,3,1,5,-227978.7702562108,0.2,24853.04,12192.206223605777,-215786.564032605
43433,50,1314,1,3,1,6591.578292991614,0.13,48363.44,14169.552981888239,20761.131274879852
43434,37,1300,1,3,1,-54624.68323700783,0.02,212111.39,0.0,-54624.68323700783
43435,46,1401,3,3,5,-13800.446196051247,0.25,69492.98,0.0,-13800.446196051247
43436,46,1348,1,3,1,-49918.55242067205,0.03,35685.68,16617.856406807252,-33300.6960138648
43437,35,1250,1,3,1,-108110.93306585182,0.35,58958.7,131289.14580313282,23178.212737281006
43438,59,3224,2,1,3,-75854.8628305041,0.32,42460.52,0.0,-75854.8628305041
43439,43,1554,1,1,1,8683.875919511036,0.26,24094.98,120469.06458413582,129152.94050364685
43440,40,1348,2,1,5,-11849.006847688908,0.23,144204.07,0.0,-11849.006847688908
43441,49,1348,3,3,3,-183795.0428298725,0.34,23089.63,19256.115227653554,-164538.92760221893
43442,40,3259,2,1,5,48160.08633777629,0.18,163949.37,0.0,48160.08633777629
43443,49,3259,3,1,5,-75595.2478061401,0.2,113299.49,0.0,-75595.2478061401
43444,56,1688,1,1,1,-257269.58264328464,0.29,77298.81,0.0,-257269.58264328464
43445,56,3165,1,1,1,40630.65475387535,0.01,91576.3,0.0,40630.65475387535
43446,44,1158,1,4,1,-43027.777239709816,0.35,52143.87,65483.94228797926,22456.165048269446
43447,46,1691,1,4,1,-140472.1802306978,0.17,104685.81,0.0,-140472.1802306978
43448,53,1658,1,1,1,-80575.16023114343,0.02,132068.04,0.0,-80575.16023114343
43449,44,1155,1,3,1,-19525.078802455828,0.05,13204.33,11844.58613764781,-7680.492664808018
43450,51,1382,1,1,1,-79011.3812359126,0.05,50861.82,5246.215135735797,-73765.16610017681
43451,36,1476,1,1,1,-43791.62985354655,0.16,39716.01,190584.5470657822,146792.91721223562
43452,61,1716,1,4,1,78301.6531438008,0.28,5673.95,4337.000302221062,82638.65344602185
43453,50,1653,1,4,1,-16430.84473286568,0.17,51762.86,19831.830349360334,3400.985616494654
43454,52,1738,1,4,1,-204373.826204758,0.32,44074.74,53036.36311240904,-151337.46309234895
43455,43,2626,1,3,1,-21173.814261481868,0.23,38816.74,171681.1108405935,150507.29657911163
43456,55,3165,3,1,5,-182750.54653803995,0.21,164454.38,0.0,-182750.54653803995
43457,52,1658,1,1,1,39860.86204687881,0.07,28102.82,18493.620796917025,58354.482843795835
43458,55,3165,1,1,1,-328112.122280866,0.17,41460.44,19410.04800105242,-308702.0742798136
43459,38,1300,3,3,3,-104622.80262355696,0.18,79207.3,0.0,-104622.80262355696
43460,39,1300,1,3,1,37461.58198604227,0.18,95439.62,0.0,37461.58198604227
43461,63,1325,1,3,1,-28484.912518355966,0.15,146364.86,0.0,-28484.912518355966
43462,54,1433,1,3,1,-70300.16923473771,0.14,28979.34,31189.44647863736,-39110.72275610035
43463,50,1724,1,1,1,-163497.4322399695,0.24,40850.74,110478.25028021948,-53019.181959750014
43464,58,3291,3,1,2,17476.765128463725,0.0,83874.73,0.0,17476.765128463725
43465,37,1611,3,3,4,16039.294515595026,0.12,97200.86,0.0,16039.294515595026
43466,37,1539,1,3,1,253723.82354936373,0.15,5377.53,22786.332683985864,276510.1562333496
43467,45,1396,3,3,3,51488.03316921368,0.05,77889.73,0.0,51488.03316921368
43468,38,1539,3,3,2,6195.875134325596,0.11,113177.69,0.0,6195.875134325596
43469,38,1539,3,3,1,38342.3436033874,0.09,136487.27,0.0,38342.3436033874
43470,43,1250,1,3,1,-62244.65139503481,0.24,90303.25,0.0,-62244.65139503481
43471,57,1529,3,3,5,-177378.5244666799,0.25,116503.36,0.0,-177378.5244666799
43472,40,1250,1,3,1,-55205.39845917401,0.3,30610.16,215328.41920054084,160123.02074136684
43473,36,1611,1,3,1,25687.487714294337,0.19,46069.19,52504.46812472846,78191.95583902279
43474,54,1555,1,3,1,80308.6993340038,0.24,62335.45,23002.099503558944,103310.79883756275
43475,57,1602,3,3,4,10919.373382222771,0.09,53354.21,0.0,10919.373382222771
43476,41,2285,2,1,5,-224774.8382109213,0.14,86051.19,0.0,-224774.8382109213
43477,62,3734,2,1,3,5868.49406831448,0.03,45607.52,0.0,5868.49406831448
43478,57,3734,3,3,3,-203434.6187816372,0.29,67934.04,0.0,-203434.6187816372
43479,47,1431,1,3,1,92158.60213809728,0.02,91197.22,0.0,92158.60213809728
43480,38,1333,1,3,1,261593.45925871952,0.2,209994.37,0.0,261593.45925871952
43481,38,2032,1,2,1,247743.86213364085,0.2,48646.41,51719.56103420779,299463.42316784867
43482,47,1431,1,3,1,109226.9319750833,0.23,127890.89,0.0,109226.9319750833
43483,43,1241,1,3,1,105935.30858252718,0.08,227520.66,0.0,105935.30858252718
43484,48,1403,1,3,1,24224.987010641064,0.08,20086.6,21378.457497008592,45603.444507649656
43485,39,1538,1,1,1,-53862.24412091558,0.35,24395.24,213289.30771913653,159427.06359822094
43486,40,1241,3,3,4,128076.83730596342,0.3,63467.75,0.0,128076.83730596342
43487,44,1339,1,3,1,172391.58956831697,0.2,19285.77,69199.10786715086,241590.69743546782
43488,51,1363,3,3,1,-19309.380016324387,0.22,76197.66,0.0,-19309.380016324387
43489,41,1299,3,3,5,-155771.32508835357,0.05,19036.12,20921.926034581702,-134849.39905377186
43490,61,1425,3,3,3,62654.72265919323,0.1,63614.73,0.0,62654.72265919323
43491,35,1325,1,3,1,-179270.89750911848,0.14,93844.83,0.0,-179270.89750911848
43492,61,1529,1,3,1,-144515.9099864082,0.13,62428.17,4430.980808333829,-140084.92917807435
43493,42,1225,3,3,3,-128893.1450710519,0.24,113025.69,0.0,-128893.1450710519
43494,63,1348,3,3,4,-290633.2704146046,0.26,44606.69,0.0,-290633.2704146046
43495,54,1461,3,3,4,6479.089215597024,0.34,47837.34,0.0,6479.089215597024
43496,51,2734,2,3,5,-338.10172921473384,0.23,38515.6,0.0,-338.10172921473384
43497,41,2840,1,3,1,-15218.650006266258,0.02,104432.66,0.0,-15218.650006266258
43498,36,1611,3,3,5,66160.40609879809,0.29,44467.84,0.0,66160.40609879809
43499,36,1611,2,3,5,97779.49927381967,0.16,31769.12,30489.98802185054,128269.48729567022
43500,57,1539,1,3,1,-161436.8354319782,0.1,4550.99,2447.9419234232873,-158988.8935085549
43501,41,1486,1,4,1,20845.329599722103,0.1,284728.51,0.0,20845.329599722103
43502,51,1485,1,3,1,-190509.5855419788,0.33,256795.9,0.0,-190509.5855419788
43503,48,1462,1,3,1,9609.716266434254,0.09,54824.24,13128.801242883546,22738.5175093178
43504,56,1555,1,3,1,-239714.69044806057,0.31,12524.98,23745.286002805857,-215969.4044452547
43505,47,1431,1,3,1,63795.8880266249,0.03,54552.3,4709.817390444927,68505.70541706982
43506,43,1364,1,1,1,155744.2671970265,0.3,51185.77,59057.64314570012,214801.91034272662
43507,53,1565,3,1,3,-55064.78663756325,0.29,57424.31,0.0,-55064.78663756325
43508,44,1299,3,3,3,42842.19556262952,0.05,43761.72,0.0,42842.19556262952
43509,48,1403,3,3,5,-179314.69107338894,0.26,165358.05,0.0,-179314.69107338894
43510,62,1294,2,3,2,162893.3917639314,0.3,63345.78,0.0,162893.3917639314
43511,35,1391,1,3,1,-85665.49961491441,0.29,52269.58,96440.59644703689,10775.09683212248
43512,58,1362,1,3,1,-996.885541530311,0.33,69228.82,21352.769972215974,20355.884430685663
43513,43,1241,3,3,1,4304.326021997721,0.18,118581.73,0.0,4304.326021997721
43514,56,953,2,1,5,-22651.284948912733,0.04,70194.33,0.0,-22651.284948912733
43515,38,1457,1,3,1,175510.98047745225,0.3,41728.71,133094.54266350323,308605.5231409555
43516,53,1363,1,3,1,80198.27328415512,0.03,22791.93,5829.624891260437,86027.89817541555
43517,37,1457,3,3,5,54268.9990630774,0.21,43408.66,0.0,54268.9990630774
43518,40,1299,1,3,1,-7662.872663541571,0.05,45703.82,10716.84620621178,3053.973542670209
43519,43,1299,1,3,1,-325915.38530643005,0.18,120568.33,0.0,-325915.38530643005
43520,41,1403,1,3,1,16859.93061012513,0.02,38018.85,16714.069203595194,33573.99981372032
43521,58,1360,2,3,5,-219690.4161543593,0.23,131678.77,0.0,-219690.4161543593
43522,41,1283,2,3,5,-214711.0092246977,0.11,52714.8,0.0,-214711.0092246977
43523,42,1283,3,3,4,-144002.27362500134,0.05,150664.96,0.0,-144002.27362500134
43524,48,1283,1,3,1,-13946.384977174976,0.32,67583.81,57544.33740188602,43597.952424711046
43525,47,1496,3,3,3,-49442.4281412658,0.34,63134.17,0.0,-49442.4281412658
43526,57,1372,1,3,1,-2242.295670451338,0.11,21876.54,12943.941723886697,10701.64605343536
43527,50,1461,1,3,1,261076.33364987007,0.15,82422.42,0.0,261076.33364987007
43528,48,1429,1,3,1,-236322.19749844488,0.1,108019.68,0.0,-236322.19749844488
43529,46,1496,1,3,1,-48937.988442630834,0.3,78049.55,0.0,-48937.988442630834
43530,56,1405,1,3,1,17615.28582892681,0.17,161660.46,0.0,17615.28582892681
